question,date,name,vote,confidence
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Abhijit Banerjee,Disagree,7
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Marianne Bertrand,Disagree,5
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Markus Brunnermeier,Did Not Answer,
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Raj Chetty,Did Not Answer,
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Judith Chevalier,Strongly Disagree,8
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",David Cutler,Strongly Disagree,6
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Angus Deaton,Disagree,6
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Darrell Duffie,Uncertain,2
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Aaron Edlin,Disagree,7
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Barry Eichengreen,Strongly Disagree,10
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Liran Einav,Disagree,5
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Ray Fair,Disagree,5
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Amy Finkelstein,Did Not Answer,
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Pinelopi Goldberg,Did Not Answer,
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Austan Goolsbee,Strongly Disagree,10
"Question B:                                If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.","Wednesday, November 16th, 2016 3:17 pm",Michael Greenstone,Strongly Disagree,7
